time,MPCNO,MPCTI,MPCUO,MPCVS,NO,TI,UO,VS
2000-01-01,7.8,-1.5,0.9,6.2,61747.0,78040.0,240567.0,59664.0
2000-02-01,-16.6,0.6,-0.6,-11.3,51486.0,78505.0,239141.0,52912.0
2000-03-01,1.6,-0.4,-0.4,0.6,52289.0,78199.0,238185.0,53245.0
2000-04-01,2.7,-1.1,-0.9,4.7,53706.0,77360.0,236128.0,55763.0
2000-05-01,-5.6,-2.1,-1.4,-2.9,50716.0,75725.0,232705.0,54139.0
2000-06-01,50.3,0.5,9.1,1.9,76249.0,76105.0,253781.0,55173.0
2000-07-01,-32.7,-1.8,-0.3,-5.7,51297.0,74753.0,253051.0,52027.0
2000-08-01,-2.3,-0.8,0.0,-3.5,50097.0,74143.0,252927.0,50221.0
2000-09-01,16.7,0.0,1.7,8.1,58484.0,74122.0,257108.0,54303.0
2000-10-01,-16.4,-1.3,-0.8,-6.4,48894.0,73167.0,255169.0,50833.0
2000-11-01,9.1,0.4,1.5,-2.3,53347.0,73477.0,258872.0,49644.0
2000-12-01,0.0,-2.8,1.1,1.5,53336.0,71436.0,261826.0,50382.0
2001-01-01,-14.9,-0.5,-0.6,-6.9,45410.0,71072.0,260338.0,46898.0
2001-02-01,7.8,-1.1,-0.4,6.7,48941.0,70264.0,259221.0,50058.0
2001-03-01,15.7,-2.5,2.3,1.1,56641.0,68514.0,265267.0,50595.0
2001-04-01,-9.9,0.7,1.0,-4.2,51050.0,69011.0,267860.0,48457.0
2001-05-01,1.1,-1.0,0.0,6.3,51591.0,68302.0,267943.0,51508.0
2001-06-01,-0.7,-1.8,-0.2,0.3,51212.0,67041.0,267482.0,51673.0
2001-07-01,-5.6,-0.8,-0.8,-2.3,48368.0,66526.0,265355.0,50495.0
2001-08-01,0.1,-0.3,-0.9,0.5,48423.0,66327.0,263055.0,50723.0
2001-09-01,-5.6,-0.4,-1.2,-3.8,45716.0,66036.0,259972.0,48799.0
2001-10-01,23.4,-0.5,3.0,-0.5,56405.0,65728.0,267838.0,48539.0
2001-11-01,-17.3,-1.3,-1.6,5.1,46647.0,64895.0,263485.0,51000.0
2001-12-01,0.6,-0.9,-2.0,2.5,46917.0,64288.0,258148.0,52254.0
2002-01-01,5.9,-1.6,-1.1,0.4,49693.0,63289.0,255398.0,52443.0
2002-02-01,14.0,0.0,2.1,-2.2,56674.0,63270.0,260780.0,51292.0
2002-03-01,-6.1,-2.2,1.1,-1.6,53201.0,61888.0,263528.0,50453.0
2002-04-01,-0.4,-0.3,-0.7,8.6,52970.0,61698.0,261701.0,54797.0
2002-05-01,-2.0,0.2,-0.6,-2.2,51910.0,61811.0,260010.0,53601.0
2002-06-01,-5.8,0.7,-1.5,-1.3,48877.0,62267.0,256008.0,52879.0
2002-07-01,17.2,-0.7,1.0,3.4,57289.0,61813.0,258613.0,54684.0
2002-08-01,4.9,0.7,2.0,0.5,60083.0,62245.0,263734.0,54962.0
2002-09-01,-16.2,-0.3,-1.2,-2.5,50377.0,62043.0,260521.0,53590.0
2002-10-01,4.2,0.0,-1.0,2.7,52510.0,62047.0,258017.0,55014.0
2002-11-01,1.1,-0.9,-0.4,-1.9,53076.0,61499.0,257111.0,53982.0
2002-12-01,-9.2,3.2,-0.7,-7.5,48195.0,63488.0,255364.0,49942.0
2003-01-01,12.8,-0.6,0.1,8.3,54385.0,63130.0,255646.0,54103.0
2003-02-01,3.0,0.6,0.4,1.9,56015.0,63510.0,256542.0,55119.0
2003-03-01,-1.2,-0.8,0.3,-1.0,55319.0,63013.0,257296.0,54565.0
