time,MPCNO,MPCTI,MPCUO,MPCVS,NO,TI,UO,VS
2000-01-01,2.9,1.1,-0.3,1.1,13799.0,22332.0,21963.0,13873.0
2000-02-01,-3.4,0.2,0.2,-4.3,13331.0,22384.0,22013.0,13281.0
2000-03-01,0.6,0.7,-0.1,1.2,13412.0,22530.0,21984.0,13441.0
2000-04-01,-0.8,0.2,-1.3,1.0,13303.0,22577.0,21707.0,13580.0
2000-05-01,-8.0,0.3,-2.6,-5.7,12240.0,22653.0,21139.0,12808.0
2000-06-01,3.2,0.1,-2.9,3.3,12627.0,22668.0,20536.0,13230.0
2000-07-01,0.8,0.0,-2.2,-0.3,12733.0,22668.0,20082.0,13187.0
2000-08-01,-5.0,-0.4,-2.5,-4.4,12101.0,22574.0,19574.0,12609.0
2000-09-01,7.4,-0.4,0.0,3.1,13000.0,22488.0,19580.0,12994.0
2000-10-01,-5.2,-0.4,-1.6,-2.7,12329.0,22389.0,19270.0,12639.0
2000-11-01,-1.3,-0.6,-1.0,-2.2,12173.0,22250.0,19084.0,12359.0
2000-12-01,0.7,-1.5,-0.8,0.4,12254.0,21919.0,18926.0,12412.0
2001-01-01,-1.3,0.3,0.7,-3.6,12095.0,21988.0,19060.0,11961.0
2001-02-01,-2.2,-0.6,-1.3,0.9,11824.0,21859.0,18817.0,12067.0
2001-03-01,-0.3,-0.9,-0.2,-2.0,11794.0,21655.0,18786.0,11825.0
2001-04-01,-2.3,-1.1,0.5,-3.3,11518.0,21417.0,18874.0,11430.0
2001-05-01,2.7,-1.4,1.1,1.8,11831.0,21108.0,19074.0,11631.0
2001-06-01,3.5,-1.8,3.2,0.0,12245.0,20729.0,19683.0,11636.0
2001-07-01,-5.7,-1.4,-0.5,0.0,11544.0,20449.0,19594.0,11633.0
2001-08-01,-2.1,-1.0,-1.2,-0.9,11302.0,20243.0,19366.0,11530.0
2001-09-01,-0.4,-0.8,0.1,-2.5,11255.0,20074.0,19379.0,11242.0
2001-10-01,-6.6,-0.3,-3.2,-1.0,10513.0,20009.0,18763.0,11129.0
2001-11-01,4.4,-1.1,-0.9,0.2,10980.0,19788.0,18589.0,11154.0
2001-12-01,1.0,-1.3,0.8,-1.9,11091.0,19540.0,18741.0,10939.0
2002-01-01,0.0,-1.6,0.4,0.7,11089.0,19224.0,18812.0,11018.0
2002-02-01,0.0,-1.0,0.0,0.6,11088.0,19023.0,18814.0,11086.0
2002-03-01,3.0,-1.6,0.4,2.3,11416.0,18727.0,18886.0,11344.0
2002-04-01,3.4,-0.4,0.7,2.8,11802.0,18651.0,19023.0,11665.0
2002-05-01,3.0,0.0,2.1,0.7,12152.0,18656.0,19423.0,11752.0
2002-06-01,-2.0,0.8,0.6,0.4,11907.0,18801.0,19536.0,11794.0
2002-07-01,-2.9,0.4,-0.9,-0.6,11561.0,18881.0,19369.0,11728.0
2002-08-01,3.1,1.0,-0.1,1.7,11915.0,19075.0,19353.0,11931.0
2002-09-01,-0.7,0.6,-0.1,-0.6,11828.0,19184.0,19324.0,11857.0
2002-10-01,2.6,0.5,1.3,0.2,12133.0,19287.0,19579.0,11878.0
2002-11-01,-7.1,0.6,-3.0,-0.2,11273.0,19400.0,18999.0,11853.0
2002-12-01,-0.6,0.6,-1.9,-2.5,11201.0,19512.0,18646.0,11554.0
2003-01-01,5.4,0.5,0.0,2.3,11809.0,19608.0,18641.0,11814.0
2003-02-01,-1.9,1.0,0.4,-2.5,11588.0,19808.0,18708.0,11521.0
2003-03-01,-7.3,-0.6,-4.0,-0.2,10745.0,19683.0,17959.0,11494.0
2003-04-01,5.8,-0.4,0.6,-2.1,11364.0,19604.0,18075.0,11248.0
2003-05-01,-2.2,-0.3,-1.2,0.7,11113.0,19541.0,17856.0,11332.0
2003-06-01,3.9,-2.8,2.5,-2.0,11545.0,19002.0,18295.0,11106.0
2003-07-01,0.6,-0.6,1.9,1.5,11617.0,18882.0,18643.0,11269.0
2003-08-01,0.5,-1.0,2.4,-0.5,11673.0,18700.0,19098.0,11218.0
2003-09-01,-3.0,-1.2,-0.3,1.5,11323.0,18470.0,19040.0,11381.0
2003-10-01,18.4,-0.9,8.6,3.5,13410.0,18298.0,20672.0,11778.0
2003-11-01,-2.6,0.7,5.1,1.9,13068.0,18419.0,21734.0,12006.0
2003-12-01,-3.5,0.5,1.3,2.6,12605.0,18518.0,22020.0,12319.0
2004-01-01,6.2,0.8,3.1,3.1,13389.0,18670.0,22713.0,12696.0
2004-02-01,5.8,1.2,4.1,4.2,14161.0,18900.0,23649.0,13225.0
2004-03-01,9.4,2.3,5.6,7.2,15493.0,19335.0,24964.0,14178.0
2004-04-01,-6.7,1.6,0.6,0.9,14454.0,19651.0,25111.0,14307.0
2004-05-01,6.4,1.4,3.8,0.8,15374.0,19925.0,26060.0,14425.0
