time,MPCNO,MPCTI,MPCUO,MPCVS,NO,TI,UO,VS
2000-01-01,8.1,1.1,2.2,7.9,11050.0,14155.0,17906.0,10672.0
2000-02-01,-7.9,-0.1,-0.2,-4.3,10175.0,14146.0,17870.0,10211.0
2000-03-01,1.1,-0.7,-0.8,2.1,10286.0,14046.0,17735.0,10421.0
2000-04-01,2.1,0.7,-0.1,1.0,10504.0,14145.0,17715.0,10524.0
2000-05-01,-0.5,0.7,0.8,-2.0,10455.0,14243.0,17855.0,10315.0
2000-06-01,5.3,0.5,2.9,1.8,11006.0,14321.0,18364.0,10497.0
2000-07-01,-6.1,0.9,-1.1,0.3,10337.0,14456.0,18170.0,10531.0
2000-08-01,-1.2,1.7,-0.2,-2.7,10211.0,14702.0,18132.0,10249.0
2000-09-01,2.5,0.3,-0.1,2.4,10470.0,14747.0,18111.0,10491.0
2000-10-01,-2.2,0.7,-0.7,-1.3,10236.0,14851.0,17993.0,10354.0
2000-11-01,5.0,-0.6,1.3,1.6,10749.0,14756.0,18227.0,10515.0
2000-12-01,-0.2,1.7,0.4,1.4,10729.0,15011.0,18298.0,10658.0
2001-01-01,-7.4,-0.4,-2.1,-3.2,9930.0,14955.0,17914.0,10314.0
2001-02-01,4.1,0.0,-1.4,2.7,10338.0,14955.0,17664.0,10588.0
2001-03-01,-4.4,-1.0,-2.2,-3.0,9878.0,14799.0,17274.0,10268.0
2001-04-01,-4.3,-0.7,-2.7,-3.3,9454.0,14698.0,16799.0,9929.0
2001-05-01,1.0,-1.7,-2.5,0.3,9546.0,14441.0,16385.0,9960.0
2001-06-01,-0.2,-1.9,-2.1,-1.0,9525.0,14168.0,16046.0,9864.0
2001-07-01,-3.4,-2.7,-0.2,-6.5,9199.0,13784.0,16018.0,9227.0
2001-08-01,-2.3,-0.4,-1.6,0.2,8990.0,13725.0,15767.0,9241.0
2001-09-01,-5.5,-1.3,-1.9,-4.8,8495.0,13541.0,15466.0,8796.0
2001-10-01,-2.0,-0.5,-2.9,-0.4,8322.0,13476.0,15023.0,8765.0
2001-11-01,3.2,-2.0,1.8,-5.0,8591.0,13207.0,15290.0,8324.0
2001-12-01,2.9,-1.0,0.1,6.0,8841.0,13070.0,15310.0,8821.0
2002-01-01,-10.5,-0.7,-2.7,-5.5,7913.0,12979.0,14890.0,8333.0
2002-02-01,9.6,0.1,0.8,2.5,8670.0,12989.0,15016.0,8544.0
2002-03-01,-3.3,-0.4,-2.1,1.8,8385.0,12932.0,14705.0,8696.0
2002-04-01,6.6,0.2,1.1,1.0,8941.0,12960.0,14862.0,8784.0
2002-05-01,-1.6,-0.3,0.3,-0.3,8802.0,12926.0,14909.0,8755.0
2002-06-01,1.9,-0.1,1.9,-0.8,8973.0,12918.0,15195.0,8687.0
2002-07-01,-9.9,0.0,-3.0,-1.6,8088.0,12923.0,14735.0,8548.0
2002-08-01,3.6,-0.9,-0.3,-1.5,8381.0,12806.0,14695.0,8421.0
2002-09-01,1.6,-0.3,0.4,0.5,8516.0,12765.0,14750.0,8461.0
2002-10-01,-0.6,-0.5,-0.1,0.2,8464.0,12696.0,14740.0,8474.0
2002-11-01,0.1,-0.1,-1.4,2.5,8469.0,12686.0,14527.0,8682.0
2002-12-01,2.1,-1.0,1.2,-2.5,8645.0,12558.0,14706.0,8466.0
2003-01-01,-6.3,0.0,-2.1,-0.6,8100.0,12564.0,14395.0,8411.0
2003-02-01,-0.1,-0.4,-0.9,-2.2,8095.0,12517.0,14260.0,8230.0
2003-03-01,6.2,-0.5,1.8,1.4,8599.0,12456.0,14512.0,8347.0
2003-04-01,-7.2,-0.7,-1.4,-2.0,7983.0,12369.0,14311.0,8184.0
2003-05-01,-0.4,-0.4,-1.1,-1.0,7949.0,12324.0,14155.0,8105.0
2003-06-01,5.2,-1.1,1.0,1.4,8365.0,12185.0,14301.0,8219.0
2003-07-01,-3.8,-1.7,-1.7,0.8,8051.0,11979.0,14064.0,8288.0
2003-08-01,2.3,-0.6,1.1,-2.5,8236.0,11905.0,14219.0,8081.0
2003-09-01,2.2,-1.0,-0.1,4.4,8420.0,11785.0,14203.0,8436.0
2003-10-01,2.0,-0.2,1.3,-0.4,8590.0,11767.0,14390.0,8403.0
2003-11-01,-0.9,0.4,-0.6,2.3,8516.0,11814.0,14309.0,8597.0
2003-12-01,0.0,0.0,-0.9,0.6,8519.0,11809.0,14181.0,8647.0
2004-01-01,-1.2,0.2,0.4,-3.3,8416.0,11832.0,14234.0,8363.0
2004-02-01,1.9,-1.2,1.4,0.2,8579.0,11687.0,14430.0,8383.0
2004-03-01,5.4,0.5,2.8,2.9,9038.0,11748.0,14840.0,8628.0
2004-04-01,0.3,-0.2,3.1,-0.3,9064.0,11727.0,15298.0,8606.0
2004-05-01,-2.8,1.8,0.8,0.9,8808.0,11941.0,15422.0,8684.0
2004-06-01,-5.8,0.7,-2.4,-0.3,8295.0,12025.0,15057.0,8660.0
2004-07-01,9.0,1.0,1.4,2.1,9045.0,12145.0,15264.0,8838.0
2004-08-01,-0.2,1.6,1.2,0.1,9029.0,12337.0,15447.0,8846.0
2004-09-01,-0.5,0.5,1.1,-0.3,8984.0,12393.0,15610.0,8821.0
2004-10-01,-2.9,-0.6,-1.0,0.6,8719.0,12321.0,15456.0,8873.0
2004-11-01,7.8,0.0,2.3,1.9,9397.0,12318.0,15809.0,9044.0
2004-12-01,-6.9,0.3,-1.4,-0.9,8744.0,12354.0,15594.0,8959.0
2005-01-01,9.3,0.7,1.9,3.4,9556.0,12446.0,15886.0,9264.0
2005-02-01,-2.8,0.1,0.1,0.2,9293.0,12460.0,15899.0,9280.0
2005-03-01,-4.8,0.6,-0.3,-4.1,8848.0,12538.0,15846.0,8901.0
2005-04-01,4.0,1.0,-0.1,3.7,9205.0,12662.0,15824.0,9227.0
2005-05-01,1.3,-0.2,1.2,-1.0,9327.0,12638.0,16019.0,9132.0
2005-06-01,-0.8,-0.4,0.7,0.1,9254.0,12584.0,16131.0,9142.0
2005-07-01,0.5,-0.5,0.3,1.2,9300.0,12519.0,16183.0,9248.0
2005-08-01,9.4,-0.5,4.6,2.0,10175.0,12462.0,16926.0,9432.0
2005-09-01,-1.4,1.1,3.5,0.0,10030.0,12603.0,17522.0,9434.0
2005-10-01,1.1,0.3,2.5,2.9,10136.0,12638.0,17954.0,9704.0
2005-11-01,-2.9,0.0,0.1,1.2,9844.0,12638.0,17978.0,9820.0
2005-12-01,3.3,0.5,3.2,-2.4,10164.0,12698.0,18560.0,9582.0
2006-01-01,2.7,2.2,3.2,2.7,10440.0,12981.0,19155.0,9845.0
2006-02-01,-3.6,0.9,1.8,-1.3,10069.0,13104.0,19506.0,9718.0
2006-03-01,-1.5,1.3,0.6,0.7,9915.0,13278.0,19631.0,9790.0
2006-04-01,4.7,1.1,3.2,-0.4,10377.0,13423.0,20256.0,9752.0
2006-05-01,3.7,0.4,2.4,5.3,10757.0,13473.0,20743.0,10270.0
2006-06-01,-3.3,2.2,2.0,-2.7,10405.0,13766.0,21159.0,9989.0
2006-07-01,2.8,2.0,3.6,-0.5,10697.0,14037.0,21914.0,9942.0
2006-08-01,-10.9,1.9,-2.5,1.4,9528.0,14297.0,21358.0,10084.0
2006-09-01,8.4,-0.9,1.8,-1.3,10331.0,14169.0,21734.0,9955.0
2006-10-01,2.0,0.8,2.8,-0.2,10542.0,14286.0,22340.0,9936.0
2006-11-01,-1.7,1.0,2.1,-0.5,10361.0,14436.0,22818.0,9883.0
2006-12-01,0.9,1.8,0.4,4.9,10453.0,14701.0,22907.0,10364.0
2007-01-01,5.8,0.4,2.2,1.9,11063.0,14753.0,23410.0,10560.0
2007-02-01,-1.6,0.1,1.4,-0.1,10881.0,14772.0,23737.0,10554.0
2007-03-01,2.3,0.3,1.2,2.7,11135.0,14812.0,24031.0,10841.0
2007-04-01,1.9,0.7,1.5,1.4,11348.0,14912.0,24386.0,10993.0
2007-05-01,-5.0,0.0,0.3,-2.6,10776.0,14913.0,24460.0,10702.0
2007-06-01,-1.8,0.1,-0.7,0.5,10584.0,14933.0,24287.0,10757.0
2007-07-01,-0.9,0.9,-0.5,-1.3,10494.0,15068.0,24159.0,10622.0
2007-08-01,0.8,0.4,-0.7,1.3,10581.0,15129.0,23984.0,10756.0
2007-09-01,-0.2,-0.6,-1.0,0.4,10557.0,15035.0,23739.0,10802.0
2007-10-01,0.7,2.5,-0.8,0.3,10632.0,15416.0,23539.0,10832.0
2007-11-01,2.7,2.0,0.4,0.0,10914.0,15724.0,23623.0,10830.0
2007-12-01,2.5,1.4,0.9,1.4,11188.0,15938.0,23828.0,10983.0
2008-01-01,1.3,1.5,0.2,2.7,11333.0,16176.0,23884.0,11277.0
2008-02-01,6.3,1.8,4.3,-2.2,12050.0,16469.0,24906.0,11028.0
2008-03-01,-18.4,-0.5,-4.6,-0.6,9827.0,16379.0,23769.0,10964.0
2008-04-01,14.3,0.7,0.3,1.8,11237.0,16498.0,23840.0,11166.0
2008-05-01,2.8,-1.1,1.7,-0.2,11551.0,16317.0,24243.0,11148.0
2008-06-01,0.5,0.8,2.4,-1.1,11607.0,16440.0,24827.0,11023.0
2008-07-01,-4.3,-1.0,-0.8,2.5,11107.0,16271.0,24635.0,11299.0
2008-08-01,-1.8,0.0,-0.6,-2.2,10904.0,16274.0,24485.0,11054.0
2008-09-01,-4.4,0.3,-2.0,-1.4,10419.0,16317.0,24005.0,10899.0
2008-10-01,-10.4,-0.3,-5.0,-3.2,9336.0,16262.0,22794.0,10547.0
2008-11-01,-0.4,-1.0,-2.5,-6.4,9298.0,16107.0,22217.0,9875.0
2008-12-01,0.1,-1.5,-2.2,-0.7,9311.0,15870.0,21726.0,9802.0
2009-01-01,-8.4,-3.4,-3.0,-6.3,8528.0,15332.0,21068.0,9186.0
2009-02-01,-0.7,-1.6,-3.6,0.5,8468.0,15083.0,20302.0,9234.0
2009-03-01,-3.6,-1.2,-3.2,-4.5,8164.0,14905.0,19648.0,8818.0
2009-04-01,0.2,-2.2,-3.3,0.0,8180.0,14581.0,19006.0,8822.0
2009-05-01,-0.8,-1.3,-2.9,-1.8,8113.0,14393.0,18454.0,8665.0
2009-06-01,-1.6,-2.3,-3.7,0.0,7983.0,14056.0,17770.0,8667.0
2009-07-01,8.1,-1.3,-0.6,0.7,8627.0,13878.0,17665.0,8732.0
2009-08-01,-2.2,-1.5,-0.7,-2.0,8441.0,13666.0,17550.0,8556.0
2009-09-01,-2.4,-0.3,-1.8,0.0,8242.0,13629.0,17236.0,8556.0
2009-10-01,8.0,-1.9,1.1,1.7,8902.0,13365.0,17433.0,8705.0
2009-11-01,-1.8,0.1,-0.6,1.7,8744.0,13377.0,17327.0,8850.0
2009-12-01,-1.4,-0.2,-1.2,-0.2,8619.0,13345.0,17116.0,8830.0
2010-01-01,4.4,1.0,0.7,0.5,8996.0,13479.0,17241.0,8871.0
2010-02-01,-3.3,-1.7,-1.2,0.4,8703.0,13250.0,17034.0,8910.0
2010-03-01,5.9,1.5,1.4,0.7,9213.0,13445.0,17275.0,8972.0
2010-04-01,-1.6,-0.7,-0.5,2.0,9068.0,13345.0,17191.0,9152.0
2010-05-01,-2.5,1.4,-1.0,-1.6,8844.0,13538.0,17027.0,9008.0
2010-06-01,4.7,1.2,0.9,1.1,9259.0,13696.0,17178.0,9108.0
2010-07-01,-1.1,0.9,0.4,-0.1,9161.0,13813.0,17241.0,9098.0
2010-08-01,-0.8,1.2,-1.0,1.7,9086.0,13978.0,17070.0,9257.0
2010-09-01,3.1,2.4,1.2,-1.1,9369.0,14316.0,17283.0,9156.0
2010-10-01,-1.9,-0.3,-1.4,3.0,9189.0,14276.0,17040.0,9432.0
2010-11-01,7.1,-0.2,1.4,1.8,9841.0,14245.0,17276.0,9605.0
2010-12-01,-2.2,0.1,-0.5,1.1,9625.0,14262.0,17195.0,9706.0
2011-01-01,0.1,0.4,-0.3,-0.3,9631.0,14313.0,17149.0,9677.0
2011-02-01,3.1,1.8,1.3,0.2,9930.0,14574.0,17380.0,9699.0
