time,MPCNO,MPCTI,MPCUO,MPCVS,NO,TI,UO,VS
2000-01-01,4.9,0.2,1.7,0.0,25307.0,47519.0,58969.0,24310.0
2000-02-01,-10.5,0.5,-0.4,-6.0,22649.0,47780.0,58756.0,22862.0
2000-03-01,9.8,-0.8,0.7,6.9,24874.0,47393.0,59195.0,24435.0
2000-04-01,1.1,2.2,0.1,2.7,25145.0,48454.0,59256.0,25084.0
2000-05-01,-2.5,-1.0,1.1,-4.8,24512.0,47949.0,59882.0,23886.0
2000-06-01,4.5,1.3,2.0,2.2,25604.0,48555.0,61078.0,24408.0
2000-07-01,-2.0,0.8,0.7,1.0,25085.0,48922.0,61523.0,24640.0
2000-08-01,-0.5,1.0,1.1,-1.4,24960.0,49401.0,62192.0,24291.0
2000-09-01,3.0,-0.1,1.3,2.4,25709.0,49372.0,63031.0,24870.0
2000-10-01,-8.4,1.2,-0.8,-3.1,23556.0,49941.0,62499.0,24088.0
2000-11-01,-1.7,0.1,-1.3,-0.6,23150.0,50014.0,61711.0,23938.0
2000-12-01,3.6,1.0,-1.0,2.9,23986.0,50509.0,61075.0,24622.0
2001-01-01,-2.2,0.0,-0.4,-3.6,23462.0,50529.0,60810.0,23727.0
2001-02-01,-0.4,-1.0,-0.8,0.6,23363.0,50045.0,60313.0,23860.0
2001-03-01,-4.9,-0.3,-2.2,-1.4,22227.0,49913.0,59009.0,23531.0
2001-04-01,-3.5,-1.2,-1.5,-5.0,21451.0,49325.0,58115.0,22345.0
2001-05-01,4.8,-1.7,-0.4,1.7,22483.0,48470.0,57875.0,22723.0
2001-06-01,-0.7,-1.4,-0.1,-1.4,22334.0,47810.0,57814.0,22395.0
2001-07-01,-5.2,-1.9,-1.1,-2.5,21166.0,46897.0,57154.0,21826.0
2001-08-01,4.8,-1.2,-0.3,2.3,22182.0,46311.0,57006.0,22330.0
2001-09-01,-0.9,-1.3,1.2,-4.6,21984.0,45700.0,57680.0,21310.0
2001-10-01,-9.5,-2.1,-2.4,-0.1,19904.0,44746.0,56291.0,21293.0
2001-11-01,3.4,-1.8,0.0,-3.4,20582.0,43954.0,56299.0,20574.0
2001-12-01,-0.1,-1.8,-0.2,0.6,20559.0,43158.0,56169.0,20689.0
2002-01-01,-6.4,-1.2,-1.4,-3.1,19237.0,42620.0,55366.0,20040.0
2002-02-01,0.8,-0.5,-2.6,4.1,19390.0,42412.0,53900.0,20856.0
2002-03-01,0.0,-0.3,-2.9,0.5,19389.0,42292.0,52333.0,20956.0
2002-04-01,4.6,-0.7,-0.6,-1.6,20288.0,41995.0,51998.0,20623.0
2002-05-01,3.1,-0.3,-1.4,4.9,20921.0,41850.0,51288.0,21631.0
2002-06-01,-4.4,-0.7,-3.8,1.4,19998.0,41549.0,49352.0,21934.0
2002-07-01,4.7,0.1,-0.1,-4.4,20935.0,41602.0,49315.0,20972.0
2002-08-01,-0.5,-0.2,-1.6,3.2,20838.0,41517.0,48510.0,21643.0
2002-09-01,3.1,0.1,-1.5,2.7,21476.0,41538.0,47764.0,22222.0
2002-10-01,-1.8,-0.2,-0.5,-4.1,21100.0,41443.0,47544.0,21320.0
2002-11-01,-0.2,0.3,-1.5,2.0,21052.0,41551.0,46847.0,21749.0
2002-12-01,-0.3,1.4,-1.1,-1.2,20998.0,42129.0,46351.0,21494.0
2003-01-01,-0.5,-1.6,0.1,-3.1,20885.0,41437.0,46413.0,20823.0
